,Market Name,Address Line 1,City,Zip,Contact,State,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude
118,Dryden Farmers' Market,59 West Main St.,Dryden,13053.0,Kelly Ritter,NY,6078448663,,Saturday  9am-1pm,June 15-September 26,M,Y,N,N,Y,42.49034,-76.30358
119,Tribeca Greenmarket Saturday,Greenwich St and Chambers St,New York,10023.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/manhattan/tribeca-sa,Saturday  8am-3pm,Year-round,YR,Y,Y,N,Y,40.7163,-74.01097
120,Skaneateles Farmers' Market-Thursday,One E. Austin St,Skaneateles,13152.0,Sue Murphy,NY,3157279320,http://www.townofskaneateles.com,Thurs 3:30pm-6:30pm,May 21-October 15,P/M,Y,N,N,Y,42.95089,-76.4309
121,Roosevelt Community Farm Stand,380 Nassau Rd.,Roosevelt,11575.0,Jacob Dixon,NY,5165442955,http://www.choiceforall.org,Saturday  11am-4pm,September 5-October 24,M,Y,Y,N,Y,40.68172,-73.59132
122,Clinton Bailey Tues Farmers' Market,Bailey Ave and Clinton St,Buffalo,14206.0,Sharon Baldi,NY,7162080003,http://www.clintonbaileymarket.com,Tuesday 4am-6pm,May 2-October 31,P/M,Y,Y,N,Y,42.87206,-78.81997
123,Middletown Farmers' Market,32-48 Cottage Street,Middletown,10940.0,Anne Kelly,NY,8453438075,http://www.middletownbid.org,Saturday  8am-1pm,June 6-October 24,M,Y,N,N,Y,41.44814,-74.41459
124,Northshire Farm Farm Stand,1067 US Highway 20,West Winfield,13491.0,S. James Grillo,NY,3157256226,http://www.northshirefarmstore.com,Daily 9am-7pm,June 1-December 1,M/X,Y,N,N,Y,42.89471,-75.14503
125,Curbside Market-Winton Gardens Towers,2052 East Main St,Rochester,14609.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Wed 10:45am-12:15pm,July 8-December 16,M/X,Y,Y,N,Y,43.16076,-77.55556
126,White Plains (International) Wed Farmers' Market,125 Court St,White Plains,10601.0,Metin Erinc,NY,4845603606,http://www.whiteplainsfarmersmarket.com,Wednesday  9am-2pm,May27-November 25,P/M,Y,N,N,Y,41.02944,-73.76659
127,Veggie Mobile-Center for Disability,700 South Pearl Street,Albany,12202.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Tue 12:15pm-1pm,Year-round,YR,Y,Y,Y,Y,42.63003,-73.76585
128,Harvest Home Metropolitan Farmers' Market,2nd Ave. at East 99th St.,New York,10029.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Friday  8am-4pm,June 17-November 20,M,Y,Y,N,Y,40.78553,-73.94615
129,Lori's Market Basket Farm Stand,51 State Street,Holley,14470.0,Lori Passarell,NY,5853310708,,Daily  9am-6pm,May 1-November 30,P/M,Y,N,N,Y,43.22135,-78.02329
130,Delmar Saturday Farmers' Market,332 Kenwood Avenue,Delmar,12054.0,Ken Myer,NY,5184871991,http://www.delmarmarket.org,Saturday  9am-1pm,May 16-December 19,P/M,Y,Y,N,Y,42.60116,-73.84
131,Newburgh Mall Farmers' Market,1401 Route 300,Newburgh,12550.0,Debbie Gaito,NY,8455641400,http://www.newburghmall.com,Saturday  10am-2pm,July 18-October 17,M,Y,N,N,Y,41.51758,-74.0714
132,Chelsea Farmers' Market,383 W 23rd Street,New York,10011.0,Miriam Haas,NY,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-3pm,June 6-December 19,P/M/X,Y,Y,N,Y,40.74633,-74.00081
133,Oneida County Public Market,321 Main Street,Utica,13501.0,Elizabeth Irons,NY,3157983639,http://www.oneidacountymarket.com,"Saturday  9am-1pm, January 9 - April  17 every other Saturday, 9am to 1pm",year-round,YR,Y,Y,Y,Y,43.10393,-75.2239
134,Watkins Glen Farmers' Market,Fifth St and Porter St,Watkins Glen,14891.0,Jylle Benson-Gauss,NY,6075462351,http://www.facebook.com/Watkins-Glen-Farmers-Market-132465933495746/,Friday  3pm-7pm,May 26-October 30,P/M,Y,N,N,Y,42.38096,-76.86954
135,Kennedy Plaza Long Beach Farmers' Market-Sat,1 West Chester St,Long Beach,11561.0,Bernadette Martin,NY,5165643485,http://www.ligreenmarket.org,Saturday 9am-2pm,June 17-November 25,P/M,Y,N,N,Y,40.58943,-73.66592
136,Veggie Mobile-Summit Towers,720 Albany street,Schenectady,12307.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Fri 1:30pm-2pm,Year-round,YR,Y,Y,Y,Y,42.80923,-73.93822
137,Boonville Farmers' Market,"Erwin Park parking lot, Route 12",Boonville,13309.0,Michelle Bartelotte,NY,3159425112,http://boonvillechamber.com,Thur 12:30pm-5:30pm,June 11-October 1,M,Y,N,N,Y,43.48178,-75.34404
138,Bushwick Hope Ball Field Farmers' Market,Knickerbocker Ave,Bushwick,10301.0,Novelette Scott,NY,7188210254,http://www.riseboro.org,Wednesday 9am-3pm,May 20-November 24,P/M,Y,N,N,Y,40.70117,-73.92252
139,Elmwood Village Farmers' Market,Elmwood Ave and Bidwell Pkwy,Buffalo,14222.0,Ashley Smith,NY,7168810707,http://www.elmwoodmarket.org,Saturday  8am-1pm,May 9-November 28,P/M,Y,Y,N,Y,42.92371,-78.87702
140,Warsaw Farm Stand,2444 N. Main St.,Warsaw,14569.0,Patricia Reiter,NY,5855911358,,Thursday  11am-3pm,July 9-October 1,M,Y,N,N,Y,42.74796,-78.13257
141,Kingston Farmers' Market,Wall St and John St,Kingston,12401.0,Laura Crimmins,NY,6462624672,http://www.kingstonfarmersmarket.org,Saturday  9am-2pm,May 9-November 21,P/M,Y,Y,Y,Y,41.93384,-74.01968
142,Salisbury Farmers' Market,126 State Route 29A,Salisbury Center,13329.0,Gina Thompson,NY,3154299102,http://www.facebook.com/salisburyfarmersmarket13454/,Friday  9am-1pm,May 22-October 9,P/M,Y,N,N,Y,43.14304,-74.78544
143,Veggie Mobile Sprout-O'Neil Apts,2121 6th Ave.,Troy,12180.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Wed 3:30pm-4:15pm,Year-round,YR,Y,Y,Y,Y,42.73436,-73.68587
144,Brooktondale Farmers' Market,522 Brooktondale Road,Brooktondale,14817.0,Barbara Perrone,NY,6075393244,http://bccmarket.wordpress.com,Thursday  4pm-7pm,June 4-September 24,M,Y,N,N,Y,42.38185,-76.39376
145,Brockport Farmers' Market,Main St and Market St,Brockport,14420.0,Charlene Veltz,NY,5857503382,http://www.brockportny.org/community/farmers-market,Sunday  8am-1pm,June 21 -October 25,M,Y,N,N,Y,43.21556,-77.9385
146,Curbside Market-Kennedy Towers,666 South Plymouth Ave,Rochester,14608.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Mon 3:30pm-4:45pm,July 6-December 14,M/X,Y,Y,N,Y,43.14251,-77.61894
147,Seeds in the Middle Farm Stand-Brownsville,213 Osborn St,Brooklyn,11212.0,Nancie Katz,NY,9176973745,http://seedsinthemiddle.org,Friday 2pm-5pm,Year-round,YR,Y,Y,N,Y,40.66699,-73.90811
148,Martin's Farm Fresh Farm Stand,820 State Route 66,Hudson,12534.0,Hannah Martin,NY,5188288781,,Mon-Sat  9am-5pm,June 1-November 1,M,Y,N,N,Y,42.27318,-73.72226
149,Becken Farms Farm Stand,2585 Upper Mt. Rd,Sanborn,14132.0,Randy Becken,NY,7169904454,,Thur-Sat 10am-5pm,August 13-October 31,M,Y,N,N,Y,43.16823,-78.90518
150,Downtown Buffalo Country Thursday Market,350 Main St. outside btwn Court & Church Streets,Buffalo,14203.0,Taylor Potenza,NY,7168563150,https://buffaloplace.com/play/our-events/#countrymarket,Thu  10am-2:30pm,May 14-October 22,P/M,Y,Y,N,Y,42.8844,-78.8754
151,Corning Farmers' Market,Centennial Park East Tioga Ave,Corning,14830.0,Matthew Luma,NY,6079376292,http://www.gafferdistrict.com,Thursday  10am-3pm,June 4-October 29,M,Y,N,N,Y,42.1443,-77.05339
152,JCEO MM-Rainbow Park,2478 Rte 37,Fort Covington,12937.0,Richard LaVigne,NY,5183194028,http://www.jceo.org,Tue  12:15pm-2:00pm,June 9-October 13,M,Y,Y,N,Y,44.98837,-74.49625
153,South Buffalo Farmers' Market,"Cazenovia Casino, Cazenovia Park",Buffalo,14220.0,Peggy Shea,NY,7168515169,https://www.facebook.com/SouthBuffaloMarket,Sunday  9am-1pm,June 7-September 27,M,N,N,N,Y,42.847895,-78.805781
154,Perez Farm Stand-Monsey,40 Robert Pitt Dr,Monsey,10952.0,Javier or Estella Perez,NY,8453810399,,Sunday 10am-3pm,June 21-October 25,M,Y,N,N,Y,41.11129,-74.06488
155,Bowen Farm Stand,14 North Columbus Ave.,Mount Vernon,10553.0,Ruth Crosby,NY,9144821749,,"Wednesday 2pm-6pm, Thu/Fri/Sat  2pm-8pm",July 15-November 30,M,Y,N,N,Y,40.9125,-73.82372
156,Cooperstown Tuesday Farmers' Market,101 Main Street,Cooperstown,13326.0,Ellen Pope,NY,6075478881,http://www.cooperstownfarmersmarket.org,Tuesday 3pm-7pm,June-September,M,Y,Y,N,Y,42.70063,-74.92524
157,Human Farms & Greenhouse,2853 Hess Rd,Appleton,14008.0,JoMarie Human,NY,7165312820,,Daily 9a-5p,June 1-December 31,M/X,Y,Y,N,Y,43.27537,-78.64954
158,Curbside Market-Spa Apartments,11 East Main St.,Clifton Springs,14432.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Tue 1:30pm-2:30pm,July 7-December 15,M/X,Y,Y,N,Y,42.96143,-77.13613
159,Constantine Farm Stand,566 Albany Shaker Road,Loudonville,12211.0,Emily Szesnat,NY,5184588294,http://www.constantinefarms.com,"Sat/Sun 9am-5pm, Mon-Fri 8am-5pm",July 15-October 1,M,Y,N,N,Y,42.71722,-73.78613
160,Veggie Mobile-Father Leo Obrien,3151 Marra Lane,Schenectady,12303.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Mon 1pm-1:45pm,Year-round,YR,Y,Y,Y,Y,42.76062,-73.94004
161,Waterloo Rotary Farmers' Market,22 Locust Street,Waterloo,13165.0,Dan Grillone,NY,8133820889,http://www.waterloofarmmarket.com,Saturday  9am-1pm,June 20-October 3,M,Y,Y,N,Y,42.90253,-76.86587
162,Millerton Farmers' Market,6 Dutchess Ave.,Millerton,12546.0,Christine Sergent,NY,5187894259,http://neccmillerton.org/farmers-market,Saturday 10am-2pm,Year-round,YR,Y,Y,N,Y,41.9543,-73.50977
163,Massena Farmers and Artisans Co-op-Thursday,105 Harte Haven Plaza,Massena,13662.0,Matt Martin,NY,3158428052,,Thursday 2pm-6pm,July 5-October 23,M,Y,Y,N,Y,44.92199,-74.88432
164,Curbside Market-Salvation Army (Geneva),41 North St,Geneva,14456.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Fri 11:15am-12:30pm,July 10-December 18,M/X,Y,Y,N,Y,42.87554,-76.9801
165,Speculator Farmers & Crafters Farmers' Market,State Route 30 and Elliot Ln,Speculator,12164.0,Donna Benkovich,NY,5185484521,http://www.speculatorchamber.com,Thursday  2pm-5pm,June 25-September 17,M,Y,N,N,Y,43.49679,-74.36073
166,Indian Creek Farm Farm Stand,1408 Trumansburg Rd,Ithaca,14850.0,Alice Brigance,NY,5044328696,http://www.indiancreekithaca.com,Daily 8am-8pm,June 1-November 15,M,Y,N,N,Y,42.4718,-76.54806
167,Curbside Market-Beechwood Neighborhood,441 Parsells Ave,Rochester,14609.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Wed 1:30pm-2:30pm,July 8-December 16,M/X,Y,Y,N,Y,43.1658,-77.56665
168,Piermont WINTER Farmers' Market,527 Piermont Ave,Piermont,10968.0,Joe Serra,NY,9143934533,https://www.facebook.com/piermontfm,Sunday  10am-1pm,November 29-March 28,M/X/P,N,N,N,Y,41.04136,-73.91642
169,Grove Park Farm Stand,Walnut Ave and West 4th St,Elmira,14901.0,Matthew Glenn,NY,6075464535,https://www.facebook.com/GroveParkFarmersMarket,Monday  3pm-6pm,June 1-October 26,M,N,N,N,Y,42.09212,-76.82014
170,Borough Park Greenmarket,14th Ave and 49th St,Brooklyn,11219.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-3pm,July 2-November 19,M,Y,Y,N,Y,40.6337,-73.98992
171,Petuskes Produce Farm Stand,39 Halfmoon Drive,Waterford,12188.0,Michelle Petuske,NY,5183715709,,"Mon-Fri 9am-5:30pm, Sun/Sat 9am-4pm",May 6-September 30,M,Y,Y,N,Y,42.82758,-73.71722
172,Bissel Gardens Farmers' Market-Sat,Baychester Ave and East 241st St,Bronx,10470.0,Heather Dombrowa,NY,3474272547,http://www.bisselgardens.org,Sat  10am-4pm,August 1-November 21,M,Y,N,N,Y,40.90151,-73.84702
173,Valley Stream Farmers' Market,123 W Merrick Rd,Valley Stream,11580.0,Ethel Terry,NY,6313233653,http://longislandgrowersmarket.com,Thursday 7am-1pm,July 9-November 19,M,Y,N,N,Y,40.66599,-73.70221
174,Harvest Home Mt. Eden Farmers' Market,Mt Eden Pkwy and Morris Ave,Bronx,10457.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Tue/Thu  8am-4pm,June 9-November 24,M,Y,Y,N,Y,40.84305,-73.90947
175,Canal Village Farmers' Market,127 W Center St.,Medina,14103.0,Gail Miller,NY,5857983904,http://www.facebook.com/Canal-Village-Farmers-Market-1628793180740256,Sat  9am-2pm,Year-round,YR,Y,Y,Y,Y,43.220217,-78.38851
176,Clarence Hollow Farmers' Market,10717 Main St,Clarence,14031.0,Cheryl Anthony,NY,7167591075,http://www.clarencefarmersmarket.com,Saturday  8am-1pm,June 6-October 31,M,Y,N,N,Y,42.9808,-78.58904
177,New Lebanon Virtual Farmers' Market,516 NYS Route 20,New Lebanon,12125.0,Joshua Young,NY,9174881061,http://www.facebook.com/newlebanonfarmersmarket,Sunday  10am-2pm,year-round,YR,Y,Y,Y,Y,42.46715,-73.3917
178,Cazenovia WINTER Farmers' Market,26 Chenango Street,Cazenovia,13035.0,Tricia Park,NY,3157202141,,1st&3rd Saturdays  10am-3pm,year-round,YR,N,N,N,Y,42.92467,-75.85168
179,Trumansburg Farmers' Market,69-71 W Main St.,Trumansburg,14886.0,Victoria Badalmenti,NY,6073876501,http://www.tburgfarmersmarket.com,Wednesday  4pm-7pm,May 6-October 28,P/M,Y,N,N,Y,42.54349,-76.6675
180,TFFJ Fresh Farm Market-Bronx,100 W Mosholu Pkwy South,Bronx,10468.0,Katherine Soll,NY,9292411029,http://www.teensforfoodjustice.org,Thursday 3pm-6pm,Year-Round,YR,N,Y,N,Y,40.88007,-73.88593
181,Navarras Farm Market and Greenhouses,3272 Eagle Harbor Road,Albion,14411.0,Amanda Mrzyuka,NY,5855894674,,"Mon-Sat 9am-8pm, Sunday 9am-5pm",Year-Round,YR,N,N,N,Y,43.18941,-78.25422
182,Veggie Mobile Sprout-St. Sophia Church,440 Whitehall Road,Albany,12208.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Wed 12:40pm-1pm,Year-round,YR,Y,Y,Y,Y,42.65197,-73.81477
183,Veggie Mobile Sprout-Monument Square Apts,1st Street #1,Troy,12180.0,Audrey Bridge,NY,5182748685,http://www.captialroots.org,Tue 12:15pm-12:45pm,Year-round,YR,Y,Y,Y,Y,42.73123,-73.69261
184,Curbside Market-Seneca Apartments-Geneva,529 Exchange St,Geneva,14456.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Fri 1:45pm-2:45pm,July 10-December 18,M/X,Y,Y,N,Y,42.86669,-76.98159
185,Sunrise Farms Farm Stand,252 Plymouth-North Norwich Rd.,Plymouth,13832.0,Kathryn Clemens,NY,6073365834,,"Mon-Fri  8am-6pm, Sat/Sun 1pm-5pm",April 1-November 30,P/M,Y,N,N,Y,42.62427,-75.59152
186,Northern Orchard Farm Stand,470 Union Road,Peru,12972.0,Jenna Mulbury,NY,5186439718,http://www.northernorchard.com,"Daily  10am-5pm, Closed Tuesday",May 10-December 23,P/M/X,Y,Y,N,Y,44.5569,-73.53324
187,Whitten Family Farm Stand-The Hub,320 Park Street,Tupper Lake,12986.0,Cherie Whitten,NY,3153595112,http://www.whittenfamilyfarm.com,Wed/Thu/Fri/Sat/Sun 11am-5pm,June 21-November 21,P/M,Y,N,N,Y,44.22528,-74.44821
188,Queens Botanical Garden Farmers' Market,Main St and Dahlia Ave,Flushing,11355.0,Miriam Haas,NY,9149234837,http://www.downtoearthmarkets.com,Friday  8:30am-4pm,June 12-November 27,M,Y,Y,N,Y,40.75186,-73.82636
189,Central NY Saturday Regional Market Authority,2100 Park Street,Syracuse,13208.0,Amanda Vitale,NY,3154228647,http://www.cnyrma.com,Saturday  7am-2pm,Year-round,YR,Y,Y,Y,Y,43.07269,-76.16835
190,Harvest Home Harlem Hospital Farmers' Market,137th Street and Lennox Avenue,New York,10037.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Friday  8am-6pm,June 5-November 20,M,Y,Y,N,Y,40.81539,-73.93985
191,Oxford WINTER Farmers' Market,34 Main St.,Oxford,13830.0,Mina Takahashi,NY,6072266843,https://www.facebook.com/OxfordNYFarmersMarket,1st Saturday  10am-1pm,November-April,M/X/W/P,N,N,N,Y,42.440234,-75.594121
192,Veggie Mobile-Kennedy Towers Apts,2100 6th Avenue,Troy,12180.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Thu 2:45pm-3:45pm,Year-round,YR,Y,Y,Y,Y,42.73495,-73.68493
193,Glens Falls Farmers' Market,25 South Street,Glens Falls,12801.0,Richard Sandora,NY,5187920438,http://www.glensfallsfarmersmarket.com,Saturday  8am-12pm,May 2-October 31,P/M,Y,Y,Y,Y,43.3099,-73.64699
194,Painted Post Farmers' Market,277 Steuben Street,Painted Post,14870.0,Cathy Halm,NY,6075278730,http://www.facebook.com/PaintedPostFarmersMarket/,Saturday  10am-2pm,May 2-October 31,P/M,Y,N,N,Y,42.16134,-77.0919
195,Ballston Spa Thursday Farmers' Market,"Wiswall Park, Front Street",Ballston Spa,12020.0,Ellen Mottola,NY,5188852772,http://www.ballston.org/category/farmers-market/,Thursday 3pm-6pm,June 20-September 26,M,N,N,N,Y,43.00241,-73.85154
196,Westfield Farmers and Artisans Market,Rt 20 and Rt 394,Westfield,14787.0,Kathleen Mayer,NY,7167530367,http://www.westfieldny.com/farmers-market,Saturday  9am-2pm,May 30-September 26,P/M,Y,N,N,Y,42.32203,-79.57812
197,Bushwick Maria Hernandez Pk Farmers' Market,Knickerbocker Avenue,Brooklyn,11206.0,Novelette Scott,NY,7188210254,http://www.riseboro.org,Saturday  9am-3pm,May 16-November 28,P/M,Y,Y,N,Y,40.70257,-73.92497
198,Riverside Farms Farm Market,3314 Riverside Drive,Scio,14895.0,Stephen Demarte,NY,7165605594,,"Mon-Fri  10am-7pm, Sat/Sun  12pm-6pm",April-December,P/M/X,Y,N,N,Y,42.14093,-77.97553
199,Bowman Orchards Farm Stand,141 Sugarhill Road,Rexford,12148.0,Kevin Bowman,NY,5183712042,http://www.bowmanorchards.com,Daily 9am-5pm,May 1-December 23,P/M/X,Y,N,N,Y,42.81576,-73.83953
200,Plattsburgh Farmers' and Craft Sat Market,Broad St and Durkee St,Plattsburgh,12901.0,Julie Baughn,NY,5188027164,http://www.facebook.com/pages/Plattsburgh-Farmers-and-Crafters-Market/121588034547095,Saturday  9am-2pm,May 30-October 31,P/M,Y,Y,N,Y,44.69535,-73.45226
201,Westside Farmers' Market,831 Genesee St,Rochester,14611.0,Jackie Farrell,NY,5854368999,http://www.westsidemarketrochester.com,Tuesday  4pm-7pm,June 9-October 13,M,Y,Y,N,Y,43.134058,-77.636523
202,Curbside Market-Rochester View Apartments,4365 W Henrietta Road,Henrietta,14467.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Mon 3:15pm-4:15pm,July 6-December 14,M/X,Y,Y,N,Y,43.06563,-77.64833
203,Alexandria Bay Farmers' Market,21 Route 12,Alexandria Bay,13607.0,Keri Jobson,NY,3154829531,http://www.visitalexbay.org,Friday  9am-3pm,May 25-September 14,P/M,N,N,N,Y,44.33191,-75.91425
204,Curbside Market-Phillips Village,100 Krieger Rd.,Webster,14580.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Sat 11am-12:15pm,July 11-December 19,M/X,Y,Y,N,Y,43.20943,-77.4189
205,Kauneonga Lake Farmers' Market,3594 State Route 55,Kauneonga Lake,12749.0,Chris Cunningham,NY,8455834350,http://www.kauneongalakefarmersmarket.org,Saturday  10am-1pm,June 27-September 5,M,Y,N,N,Y,41.68587,-74.83132
206,Veggie Mobile Sprout-Mechanicville Sr Center,178 North Main Street,Mechanicville,12118.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Fri 2pm-2:45pm,Year-round,YR,Y,Y,Y,Y,42.90829,-73.68374
207,Harvest Home Lenox Ave. Farmers' Market,150 Lenox Avenue,New York,10027.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Saturday  8am-4pm,June 27-November 21,M,Y,Y,N,Y,40.80295,-73.9489
208,Newburgh Farmers Market,95-107 Broadway,Newburgh,12550.0,Sember Weinman,NY,8452314424,http://www.facebook.com/newburghnyfarmersmarket,Saturday 10am-2pm,July 18-October 31,M,Y,Y,N,Y,41.49992,-74.0112
209,Clinton Bailey Thurs Farmers' Market,Bailey Ave and Clinton St,Buffalo,14206.0,Sharon Baldi,NY,7162080003,http://www.clintonbaileymarket.com,Thurday  4am-6pm,May 1-October 31,P/M,Y,Y,N,Y,42.87206,-78.81997
210,Huntington Farm Stand II,11503 Main Street,Clarence,14031.0,Dan Huntington,NY,7163930590,,Daily 11am-7pm,June-October,M,Y,N,N,Y,42.98909,-78.55762
211,Peaceful Soul Farmers' Market,11359 Southwestern Blvd,Irving,14081.0,Azalia Garlow,NY,7169037066,http://www.peacefulsoulfarmersmarket.com,Tuesday  10am-3pm,June 16-October 27,M,Y,Y,N,Y,42.57394,-79.09044
212,Bulich Creekside Farm Farm Stand,1682 Route 23B,Leeds,12451.0,Ron Bulich,NY,5185885320,,Daily 10am-5pm,July 4-November 5,M,Y,N,N,Y,42.26297,-73.92541
213,Guppy's Berry Farm Farm Stand,512 County Route 26,West Monroe,13617.0,Elaine Guppy,NY,3156257920,http://www.guppysberryfarmllc.com,"Wed-Fri  Sun  9am-2pm, Saturday  9am-4pm",July 13-September 30,M,Y,N,N,Y,43.35052,-76.03094
214,Lower East Side  GrowNYC Farm Stand,Grand St and Pitt St,New York,10002.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Thursday  8am-3pm,July 16-November 20,M,Y,Y,N,Y,40.71523,-73.9843
215,Seven Counties Farmers' Market-Fri,153 Main Street,Owego,13827.0,John Purdy,NY,6076428439,,Friday  9am-1pm,June 19-October 30,M,Y,N,N,Y,42.10315,-76.26336
216,Gansevoort Farmers' Market,Main St. at Catherine St.,Gansevoort,12831.0,Linda Gifford,NY,5187920198,,Tuesday  3pm-6pm,June 16-October 27,M,Y,N,N,Y,43.19612,-73.65167
217,Veggie Mobile-Van Rensselaer Heights,460 Forbes Avenue,Rensselaer,12144.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Thu 10:45am-11:15am,Year-round,YR,Y,Y,Y,Y,42.65953,-73.73008
218,Bartel-Pritchard Square Wed Greenmarket,Prospect Park West and 14th Street,Brooklyn,11215.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Wednesday 8am-3pm,Year-round,YR,Y,Y,N,Y,40.6616,-73.97939
219,Thera Farms Farm Stand,1725 Brentwood Road,Brentwood,11717.0,Teddy Bolkas,NY,6314785229,https://www.facebook.com/TheraFarms/,Daily 9am-5pm,June 1-October 1,M,Y,N,N,Y,40.77235,-73.24614
220,Rocky Point Farmers' & Artisan Market,115 Prince Road,Rocky Point,11778.0,Virginia Heslin,NY,6317445787,http://www.rockypointfarmersmarket.org;www.rockypointfarmersmarket.wordpress.com,Sunday  8am-1pm,May 31-November 22,P/M,Y,N,N,Y,40.94927,-72.92391
221,Hyde Park Farmers' Market,4390 Route 9,Hyde Park,12538.0,Dot Chenevert,NY,8452299336,http://www.hydeparkfarmersmarket.org,Saturday  9am-2pm,June 6-October 31,M,Y,N,N,Y,41.7913,-73.93615
222,Sleepy Hills Orchard Farm Stand,1328 Route 284,Johnson,10933.0,Amy King,NY,8457263797,http://www.sleepyhillsorchard.com,Daily 9am-6pm,July 8-November 25,M,Y,N,N,Y,41.35818,-74.50442
223,Bensonhurst Greenmarket,8100 18th Ave,Brooklyn,11214.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Sunday  9am-4pm,May 31-November 29,M,Y,Y,N,Y,40.60958,-73.99944
224,Port Washington Organic Farmers' Market,347 Main St.,Port Washington,11050.0,Patti Wood,NY,5168830887,http://www.grassrootsinfo.org,Saturday  8am-12pm,June 13-November 21,M,Y,N,N,Y,40.83153,-73.7019
225,Rhinebeck Farmers' Market,61 East Market St,Rhinebeck,12572.0,Andrea Bartolomeo,NY,5188211481,http://www.rhinebeckfarmersmarket.com,Sunday  10am-2pm,May 3-December 27,P/M/X,Y,Y,N,Y,41.92704,-73.91027
226,Veggie Mobile-Arbor Hill/Oak Street Park,Second Street & Oak Street,Albany,12210.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Thu 12:15pm-1pm,Year-round,YR,Y,Y,Y,Y,42.6629,-73.76094
227,Parsons Vegetable Farm Farm Stand,756 US Highway 20,Sharon Springs,13459.0,Kenyon Parsons,NY,5182842330,http://www.facebook.com/Parsons-Vegetable-Farm-458674077476065/,"Daily 10am-7pm, Nov/Dec 10a-4p",May 5-December 24,P/M,Y,N,N,Y,42.78332,-74.60004
228,MAP Farm Stand,389 Massachusetts Ave.,Buffalo,14213.0,Danielle Rovillo,NY,7168825327,http://www.mass-ave.org,Thursdays  4pm-6pm,Year-round,YR,Y,Y,N,Y,42.9128,-78.88774
229,Rye Farmers' Market,9 Theodore Fremd Ave,Rye,10580.0,Miriam Haas,NY,9149234837,http://www.downtoearthmarkets.com,Sunday  8:30am-2pm,May 24-December 6,P/M/X,Y,Y,Y,Y,40.98485,-73.68464
230,82nd Street Saint Stephen's Greenmarket,408 East 82nd Street,New York,10128.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/manhattan/82nd-street,Saturday  9am-2:30pm,Year-round,YR,Y,Y,N,Y,40.77394,-73.9506
231,Schoharie Co. Festival Sat Farmers' Market,942 E. Main Rt. 7E,Cobleskill,12043.0,Donna Olsen,NY,5182842609,,Saturday  10am-2pm,July 11-October 10,M,Y,Y,N,Y,42.68005,-74.46673
232,Saratoga Farm Stand,1965 Fulton Street,Brooklyn,11233.0,Melony Samuels,NY,7187733551,https://www.tcahnyc.org/,Saturday  9am-2pm,July 6-November 21,M,Y,Y,N,Y,40.67849,-73.9162
233,Veggie Van MM-Carolyn's House YWCA,542 6th,Niagara Falls,14301.0,Jen Regan,NY,7162990905,,Thursday 1pm-2pm,June 1-October 31,M,Y,Y,N,Y,43.09224,-79.05563
234,Tompkins Square Greenmarket,Avenue A and East 7th St,New York,10009.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/manhattan/tompkins-square,Sunday  9am-5pm,Year-round,YR,Y,Y,N,Y,40.72602,-73.98353
235,Bath Saturday Farmers' Market,Steuben St and Liberty St,Bath,14810.0,Phillip Glosick,NY,6077763577,,Saturday  9am-2pm,May 4-October 26,P/M,Y,N,N,Y,42.33353,-77.31842
