,Serial Number,Premise Address,Premise City,Premise State,Premise Zip,Georeference
16467,1017123,13 NORTH VILLAGE AVE,ROCKVILLE CENTRE,NY,11570,POINT (-73.647687 40.656966)
16468,1293526,515 517 TARGEE ST,STATEN ISLAND,NY,10304,POINT (-74.084722 40.614701)
16469,3100514,503 FRANKLIN ST,BUFFALO,NY,14202,POINT (-78.872114 42.899891)
16470,2202391,69 MAIN ST,S GLENS FALLS,NY,12803,POINT (-73.637808 43.301949)
16471,1315717,94 E BROADWAY,NEW YORK,NY,10002,POINT (-73.993577 40.71378)
16472,1145745,218 COURT STREET,BROOKLYN,NY,11201,POINT (-73.993892 40.686531)
16473,1304560,64 W 48TH ST,NEW YORK,NY,10036,POINT (-73.980729 40.758392)
16474,2221095,2512 CHERRY VALLEY TKPE,MARCELLUS,NY,13108,POINT (-76.334723 42.931015)
16475,1305738,1267 JEROME AVE,BRONX,NY,10452,POINT (-73.920544 40.837322)
16476,1308682,641 10TH AVE,NEW YORK,NY,10036,POINT (-73.993877 40.761799)
16477,1246931,5307 B ROCKAWAY BEACH BLVD,FAR ROCKAWAY,NY,11691,POINT (-73.783828 40.59257)
16478,1290303,608 NOSTRAND AVE,BROOKLYN,NY,11216,POINT (-73.949747 40.677841)
16479,1288806,37-59 90TH ST,JACKSON HEIGHTS,NY,11372,POINT (-73.876576 40.748919)
16480,1305875,38 W MAIN ST,PATCHOGUE,NY,11772,POINT (-73.016202 40.765748)
16481,1324465,764 10TH AVE,NEW YORK,NY,10019,POINT (-73.990951 40.765833)
16482,1315212,4307 NATIONAL ST,CORONA,NY,11368,POINT (-73.863796 40.746694)
16483,1293511,3850 HEMPSTEAD TPKE,LEVITTOWN,NY,11756,POINT (-73.496068 40.725505)
16484,3163632,3365 POTTER RD,INTERLAKEN,NY,14847,POINT (-76.742974 42.649283)
16485,1318570,154 W BROADWAY,PORT JEFFERSON,NY,11777,POINT (-73.073246 40.945081)
16486,3156618,3159 3259 WINTON RD S,ROCHESTER,NY,14623,POINT (-77.581948 43.089013)
16487,1026777,1396 3RD AVENUE,NEW YORK,NY,10021,POINT (-73.958731 40.772329)
16488,3014112,121 N CENTER ST,PERRY,NY,14530,POINT (-78.005529 42.721793)
16489,2129880,1075 BUCHLI STATION ROAD,NAPA,CA,94558,POINT (-122.331006 38.222379000000004)
16490,3137507,16 N FRANKLIN ST,WATKINS GLEN,NY,14891,POINT (-76.874811 42.383091)
16491,3133596,1613 MAIN ST,WOODHULL,NY,14898,POINT (-77.40911100000001 42.079922)
16492,2010962,2465 RT 9,BALLSTON SPA,NY,12020,
16493,2011799,1739 CHRISLER AVE,SCHENECTADY,NY,12303,POINT (-73.935594 42.788416)
16494,1317998,402 W 43RD ST,NEW YORK,NY,10036,POINT (-73.992676 40.759334)
16495,3012520,5677 ROUTE 414,HECTOR,NY,14841,POINT (-76.876469 42.507941)
16496,1144106,773 10TH AVENUE,NEW YORK,NY,10019,POINT (-73.990776 40.766073)
16497,1288582,4 PENNSYLVANIA PLAZA,NEW YORK,NY,10121,
16498,1045404,96 2ND AVE,BRENTWOOD,NY,11717,POINT (-73.238864 40.778338)
16499,2214186,2601 MAIN ST,WHITNEY POINT,NY,13862,POINT (-75.972031 42.32914)
16500,1262308,1715 E MAIN ST,MOHEGAN LAKE,NY,10547,POINT (-73.850776 41.324867000000005)
16501,1312100,1647 WEIRFIELD ST,RIDGEWOOD,NY,11385,POINT (-73.905026 40.697882)
16502,1257238,505 W 37TH ST,NEW YORK,NY,10018,POINT (-73.99832 40.756728)
16503,2195055,6315 RTE 291 W,MARCY,NY,13403,
16504,1295562,801 AMSTERDAM AVE,NEW YORK,NY,10025,POINT (-73.968794 40.796215)
16505,2122779,730 UPPER GLEN STREET,QUEENSBURY,NY,12804,POINT (-73.66904 43.32824)
16506,1322459,235 MAIN ST,WHITE PLAINS,NY,10601,POINT (-73.765871 41.032889)
16507,2121847,5886 ROUTE 82,STANDFORDVILLE,NY,12581,POINT (-73.716668 41.86188)
16508,1268639,3429 3RD AVE,BRONX,NY,10456,POINT (-73.906686 40.829186)
16509,1280428,463 86TH ST,BROOKLYN,NY,11209,POINT (-74.026846 40.621872)
16510,2103480,12005 ROUTE 9W,WEST COXSACKIE,NY,12192,POINT (-73.830636 42.36893)
16511,1305956,292 ASHLAND PL,BROOKLYN,NY,11217,POINT (-73.978211 40.686878)
16512,1266585,210 07 09 NORTHERN BLVD,BAYSIDE,NY,11361,
16513,1319806,541 W 25TH ST,NEW YORK,NY,10001,POINT (-74.004639 40.749569)
16514,1307243,42-60 CRESCENT ST,LONG ISLAND CITY,NY,11101,POINT (-73.941843 40.749232)
16515,2190996,2258 STATE HGWY 5,FORT JOHNSON,NY,12070,
16516,2121865,118 GARNER ST,COHOES,NY,12047,POINT (-73.705829 42.774033)
16517,1025762,386 3RD AVENUE,NEW YORK,NY,10016,POINT (-73.980995 40.741784)
16518,1311196,290 8TH AVE,NEW YORK,NY,10001,POINT (-73.997735 40.746301)
16519,3108692,10 WEST AVE,LYNDONVILLE,NY,14098,POINT (-78.38918300000002 43.326584)
16520,1310010,250 VESEY ST,NEW YORK,NY,10281,POINT (-74.015437 40.714452)
16521,1324939,1468 UNION TPKE,NEW HYDE PARK,NY,11040,POINT (-73.694277 40.753933)
16522,2216596,4076 ALBANY POST ROAD,HYDE PARK,NY,12538,POINT (-73.930064 41.769033)
16523,1264021,345 349 E 83RD ST,NEW YORK,NY,10028,POINT (-73.951369 40.775157)
16524,3153715,422 NIAGARA ST,BUFFALO,NY,14201,POINT (-78.886791 42.895564)
16525,2009193,63 GLENEIDA AVENUE,CARMEL,NY,10512,POINT (-73.679086 41.427344)
16526,3163587,2 E MAIN ST,FREWSBURG,NY,14738,POINT (-79.159769 42.053133)
16527,2213587,4861 N JEFFERSON ST,PULASKI,NY,13142,POINT (-76.12712 43.567386)
16528,3145296,1531 E DELAVAN AVE,BUFFALO,NY,14215,POINT (-78.800007 42.922778)
16529,1024828,60 CHELSEA PIERS,NEW YORK,NY,10011,POINT (-74.008236 40.746917)
16530,2117936,39 RIVERSIDE DRIVE,FULTONVILLE,NY,12072,POINT (-74.360331 42.948992)
16531,1289617,33-15 BROADWAY,ASTORIA,NY,11106,POINT (-73.923252 40.76097)
16532,1296061,160-30 NORTHERN BLVD,FLUSHING,NY,11358,POINT (-73.804477 40.762488)
16533,1268118,8281 BROADWAY,ELMHURST,NY,11373,POINT (-73.880631 40.741565)
16534,3130613,1142 MT HOPE AVE,ROCHESTER,NY,14620,POINT (-77.615911 43.127703)
16535,1205934,1453 57 3RD AVE,NEW YORK,NY,10028,POINT (-73.95572 40.776418)
16536,2218324,1625 RT 22,BREWSTER,NY,10509,POINT (-73.577082 41.428916)
16537,1257145,80 WYTHE AVE,BROOKLYN,NY,11211,POINT (-73.957862 40.72191)
16538,1293248,230 PARK AVE,NEW YORK,NY,10169,
16539,1293221,507 W 159TH ST,NEW YORK,NY,10032,POINT (-73.941292 40.834188)
16540,1181661,108 27 QUEENS BLVD,FOREST HILLS,NY,11375,
16541,1016350,10 MATINECOCK AVENUE,PORT WASHINGTON,NY,11050,POINT (-73.7066 40.836062)
16542,2170099,100 PRATT AVE,ST HELENA,CA,94574,POINT (-122.47280000000002 38.520454)
16543,2211583,298 WALL ST,KINGSTON,NY,12401,POINT (-74.019644 41.93373)
16544,1289394,102-15 ASTORIA BLVD,E ELMHURST,NY,11369,POINT (-73.866057 40.761518)
16545,2501899,2591 STILLWATER RD,LOWVILLE,NY,13367,POINT (-75.142991 43.863122)
16546,3157140,418 422 MAIN ST,MEDINA,NY,14103,POINT (-78.386952 43.22124)
16547,1257720,1144 1ST AVE,NEW YORK,NY,10065,POINT (-73.960222 40.762004)
16548,3157550,4920 TRANSIT RD,DEPEW,NY,14043,POINT (-78.696927 42.878817)
16549,1042175,388 JERSEY ST,STATEN ISLAND,NY,10301,POINT (-74.087476 40.638872000000006)
16550,1294109,147 WILSON AVE,BROOKLYN,NY,11237,POINT (-73.925197 40.700395)
16551,1305340,41-22 162ND ST,FLUSHING,NY,11358,POINT (-73.803934 40.760759)
16552,1045392,27 LOCUST AVE,BABYLON,NY,11702,POINT (-73.327231 40.701014)
16553,1047420,136 POND ROAD,RONKONKOMA,NY,11779,
16554,1294542,43-43 41ST ST,SUNNYSIDE,NY,11104,POINT (-73.923219 40.744255)
16555,1265351,21836 HEMPSTEAD AVE,QUEENS VILLAGE,NY,11429,POINT (-73.736819 40.71356000000001)
16556,1255812,694 MOTOR PKWY STE 1,HAUPPAUGE,NY,11788,POINT (-73.238196 40.807935)
16557,1269496,57 MARKET ST,NEW YORK,NY,10002,POINT (-73.994265 40.711598)
16558,1310062,2080 FREDERICK DOUGLASS BLVD,NEW YORK,NY,10026,POINT (-73.95694900000001 40.802258)
16559,1158593,1360 FULTON STREET,BROOKLYN,NY,11216,POINT (-73.946485 40.680225)
16560,3156645,5462 ROBBINS RD,ELLICOTTVILLE,NY,14731,POINT (-78.613765 42.315342)
16561,2608405,9554 HARDEN BLVD STATE RT 13,CAMDEN,NY,13316,
16562,1290178,2911 FULTON ST,BROOKLYN,NY,11207,POINT (-73.887119 40.679152)
16563,3157761,665 MAIN ST,BUFFALO,NY,14203,POINT (-78.871436 42.891631)
16564,1306394,224 E 10TH ST,NEW YORK,NY,10003,POINT (-73.985523 40.729236)
16565,2202586,607 BROADWAY,WATERVLIET,NY,12189,POINT (-73.705255 42.712511)
16566,1029455,597 HUDSON STREET,NEW YORK,NY,10014,POINT (-74.005918 40.736916)
16567,1195115,36 NEWTOWN LN,EAST HAMPTON,NY,11937,POINT (-72.186704 40.964162)
16568,2217612,417 W DOMINICK ST,ROME,NY,13440,POINT (-75.46556 43.214606)
16569,1273033,1 HOLIDAY INN DR,MT KISCO,NY,10549,POINT (-73.723418 41.219512)
16570,1003909,2331 ARTHUR AVE,BRONX,NY,10458,POINT (-73.888789 40.854122)
16571,2203232,152 BRYANT SIDING RD,OWLS HEAD,NY,12969,POINT (-74.107843 44.689941)
16572,2004984,6 HOOKER AVE,POUGHKEEPSIE,NY,12601,POINT (-73.924595 41.698462)
16573,1291668,550 W 54TH ST,NEW YORK,NY,10019,POINT (-73.991931 40.768014)
16574,1307197,1688 1690 YORK AVE,NEW YORK,NY,10128,POINT (-73.945838 40.777694)
16575,2601017,4693 CHERRY VALLEY TPKE,LAFAYETTE,NY,13084,POINT (-76.190217 42.908471)
16576,1288451,601 E 180TH ST,BRONX,NY,10457,POINT (-73.891321 40.849363)
16577,3157273,984 PORTLAND AVE,ROCHESTER,NY,14621,POINT (-77.584904 43.183742)
16578,1316750,157-48 CROSSBAY BLVD,HOWARD BEACH,NY,11414,POINT (-73.840603 40.661679)
16579,3156954,5040 BILL BAILEY RD,DUNDEE,NY,14837,POINT (-77.045928 42.520396)
16580,1323011,111 BROADWAY,NEW YORK,NY,10006,POINT (-74.0112 40.708371)
16581,2202889,116 MAPLE AVE,SPRING VALLEY,NY,10977,POINT (-74.046698 41.11725400000001)
16582,1264215,1933 37TH ST,ASTORIA,NY,11105,POINT (-73.901894 40.778448)
16583,3157706,591 MAIN ST,EAST AURORA,NY,14052,POINT (-78.612576 42.767904)
16584,1319273,360 W 42ND ST,NEW YORK,NY,10036,POINT (-73.99226 40.758262)
16585,2215730,1945 RTE 3,CADYVILLE,NY,12918,POINT (-73.621742 44.704527)
16586,1271569,1302 44TH AVE,LONG ISLAND CITY,NY,11101,POINT (-73.94758700000001 40.749701)
16587,1294169,217-03 JAMAICA AVE,QUEENS VILLAGE,NY,11428,POINT (-73.73772 40.71781)
16588,3161456,2100 RTE 5 & 20,SENECA FALLS,NY,13148,
16589,2184941,12 1/2 DELAWARE AVE,ALBANY,NY,12210,POINT (-73.767944 42.651721)
16590,3154392,4380 MAIN ST,AMHERST,NY,14226,POINT (-78.790608 42.963852)
16591,1292127,114-45 LEFFERTS BLVD,S OZONE PARK,NY,11420,POINT (-73.81989 40.677507)
16592,1290173,410 W 145TH ST,NEW YORK,NY,10031,POINT (-73.9455 40.824349)
16593,1314317,34-61 JUNCTION BLVD,JACKSON HEIGHTS,NY,11372,POINT (-73.871835 40.753426)
16594,1315946,169 B GARDNER AVENUE,BROOKLYN,NY,11237,POINT (-73.925876 40.713005)
16595,1292017,8716 3RD AVE,BROOKLYN,NY,11209,POINT (-74.03154 40.6223)
16596,1252380,110 WEST 40TH STREET ROOM 1001,NEW YORK,NY,10018,POINT (-73.985785 40.753861)
16597,2608448,900 WEST GENESEE ST,CHITTENANGO,NY,13017,POINT (-75.902362 43.048718)
16598,1240608,42 WEST 58TH STREET,NEW YORK,NY,10019,POINT (-73.975561 40.764518)
16599,1325402,2557 HEMPSTEAD TPKE,EAST MEADOW,NY,11554,POINT (-73.540542 40.724336)
16600,1279041,53 N BROADWAY,TARRYTOWN,NY,10591,POINT (-73.857718 41.078135)
16601,1313925,344 E GUN HILL RD,BRONX,NY,10467,POINT (-73.873003 40.87879)
16602,1124747,128 W BOSTON POST RD,MAMARONECK,NY,10543,POINT (-73.733437 40.948291)
16603,1295282,308 86TH ST,BROOKLYN,NY,11209,POINT (-74.030659 40.623371)
16604,2154540,990 STATE HIGHWAY 163,FORT PLAIN,NY,13339,POINT (-74.684279 42.87689)
16605,1320145,211 MARKET ST  UNIT 1980,YONKERS,NY,10710,POINT (-73.856724 40.96541)
16606,2212452,2 WHITEBRIDGE RD,AUBURN,NY,13021,POINT (-76.543276 42.905218)
16607,3160948,123 E MAIN ST,MACEDON,NY,14502,POINT (-77.050361 42.658)
16608,2141572,10915 HIGH VALLEY ROAD,CLEARLAKE OAKS,CA,95423,POINT (-122.706513 39.06009400000001)
16609,2000089,409 NEW SCOTLAND AVENUE,ALBANY,NY,12208,POINT (-73.794232 42.654147)
16610,1295097,6823 20TH AVE,BROOKLYN,NY,11204,POINT (-73.988151 40.614319)
16611,2142809,729 PAWLING AVENUE,TROY,NY,12180,POINT (-73.65547 42.701529)
16612,1319414,101 KENT AVE,BROOKLYN,NY,11249,POINT (-73.961223 40.720791)
16613,2136673,7776 SILVERADO TRAIL,OAKVILLE,CA,945620329,POINT (-122.363476 38.455951)
16614,1173207,1201 SURF AVE,BROOKLYN,NY,11224,POINT (-73.979804 40.575586)
16615,1182459,202 06 HILLSIDE AVENUE,HOLLIS,NY,11423,
16616,2135984,10801 DICKSON RD,PLYMOUTH,CA,95669,POINT (-120.824965 38.520450000000004)
16617,2132532,1810-1840 SOUTH RD  SUITE 116,WAPPINGERS FALLS,NY,12590,POINT (-73.913494 41.613241)
16618,1319336,521 COURT ST,BROOKLN,NY,11231,POINT (-73.999431 40.675014)
16619,2190905,12 SULLIVAN AVE,LIBERTY,NY,12754,POINT (-74.728792 41.78623)
16620,2154501,4625 RTE 23 & VERNAL BUTLER RD,CAIRO,NY,12405,
16621,3155201,1397 BRACE RD,VICTOR,NY,14564,POINT (-77.390876 42.967258)
16622,1049819,616 FENIMORE ROAD,MAMARONECK,NY,10543,POINT (-73.742967 40.950818)
16623,2601008,412 N MAIN ST,NORTH SYRACUSE,NY,13212,POINT (-76.128057 43.140374)
16624,1320440,202 8TH AVE,NEW YORK,NY,10011,POINT (-73.999698 40.743631)
16625,2204672,3851 RTE 374,DANNEMORA,NY,12952,
16626,2193743,78 WASHINGTON AVE,SCHENECTADY,NY,12305,POINT (-73.949262 42.815596)
16627,3153724,2164 E SENECA ST,OVID,NY,14521,POINT (-76.822302 42.67645000000001)
16628,1266646,3997 HYLAN BLV,STATEN ISLAND,NY,10308,POINT (-74.146068 40.542341)
16629,1020534,278 PARK AVENUE SOUTH,NEW YORK,NY,10010,POINT (-73.98705200000002 40.739363)
16630,1142932,10802 OTIS AVENUE,CORONA,NY,11368,POINT (-73.853722 40.741275)
16631,1191867,685 AMSTERDAM AVENUE,NEW YORK,NY,10025,POINT (-73.971675 40.792267)
16632,1275880,49 CLINTON ST,NEW YORK,NY,10002,POINT (-73.984752 40.719683)
16633,1291201,112 NAGLE AVE,NEW YORK,NY,10040,POINT (-73.926976 40.860779)
16634,1015473,320 S BROADWAY,HICKSVILLE,NY,11801,POINT (-73.516482 40.761589)
16635,2201441,46 MAIN ST,NEW PALTZ,NY,12561,POINT (-74.087251 41.747404)
16636,1295191,6 BAY ST,SAG HARBOR,NY,11963,POINT (-72.29376 41.00178)
16637,1024242,210 E 9TH STREET,NEW YORK,NY,10003,POINT (-73.988725 40.729825)
16638,1319744,105-07 NORTHERN BLVD,CORONA,NY,11368,POINT (-73.86342 40.757787)
16639,1315859,80-02 ROOSEVELT AVE,JACKSON HEIGHTS,NY,11372,POINT (-73.885639 40.747453)
16640,3146186,321 LIBERTY STREET,PENN YAN,NY,14527,POINT (-77.056991 42.661941)
16641,1005846,561 17TH STREET,BROOKLYN,NY,11215,POINT (-73.980066 40.65694)
16642,1268113,25 N 5TH ST,BROOKLYN,NY,11249,POINT (-73.96249300000001 40.718967)
16643,1331596,166-01 NORTHERN BLVD,FLUSHING,NY,11358,POINT (-73.800303 40.759763)
16644,1194685,462 464 PARK AVENUE SOUTH,NEW YORK,NY,10016,POINT (-73.982671 40.745406)
16645,2219193,6843 E LAKE RD,AUBURN,NY,13021,POINT (-76.535372 42.903148)
16646,3120904,1141 BROADWAY AVE,ELMIRA,NY,14904,POINT (-76.818792 42.057729)
16647,2218621,11940 OSCEOLA RD,CAMDEN,NY,13316,POINT (-75.748758 43.438845)
16648,3139092,26 WEBSTER ST,NORTH TONAWANDA,NY,14120,POINT (-78.877772 43.022561)
16649,2004010,73 JOHNSON AVE,PLATTSBURGH,NY,12901,POINT (-73.453512 44.684557)
16650,1320880,59-09 71ST AVE,RIDGEWOOD,NY,11385,POINT (-73.899465 40.700604)
16651,1311400,314 E 70TH ST,NEW YORK,NY,10021,POINT (-73.958417 40.767114)
16652,1314599,96-14 CORONA AVE,CORONA,NY,11368,POINT (-73.867064 40.74226)
16653,1266280,82 6TH AVE,BROOKLYN,NY,11217,POINT (-73.97492400000002 40.679919)
16654,2138468,64 ROUTE 303 SOUTH,TAPPAN,NY,10983,POINT (-73.94316700000002 41.01817500000001)
16655,1323689,184 8TH AVE,NEW YORK,NY,10011,POINT (-74.00011 40.74306)
16656,2202523,2299 HWY 30A,JOHNSTOWN,NY,12095,POINT (-74.388356 42.984584)
16657,1316664,15 PAGE AVE,STATEN ISLAND,NY,10309,POINT (-74.234648 40.524364)
16658,1324530,267 AMSTERDAM AVE,NEW YORK,NY,10023,POINT (-73.981376 40.778922)
16659,2216665,1 MEADOW RD,FLORIDA,NY,10921,POINT (-74.358953 41.337812)
16660,1304618,183-15 HORACE HARDING EXPY,FRESH MEADOWS,NY,11365,POINT (-73.790619 40.740072)
16661,1269203,247 BROADWAY,HUNTINGTON,NY,11743,POINT (-73.401942 40.856732)
16662,1322324,8309 3RD AVE,BROOKLYN,NY,11209,POINT (-74.030255 40.625442)
16663,1289749,221 E TREMONT AVE,BRONX,NY,10457,POINT (-73.904808 40.849089)
16664,1291283,920 E TREMONT AVE,BRONX,NY,10460,POINT (-73.883705 40.841751)
16665,1325263,112-06 LIBERTY AVE,RICHMOND HILL,NY,11419,POINT (-73.830084 40.685155)
16666,1308164,941 MANHATTAN AVE,BROOKLYN,NY,11222,POINT (-73.954463 40.731426)
16667,2004875,2133 ROUTE 9G,RHINEBECK,NY,12572,POINT (-73.884018 41.857411)
16668,1288463,32 BROAD ST,PORT CHESTER,NY,10573,POINT (-73.664413 41.002083)
16669,3160179,416 MAIN ST,MEDINA,NY,14103,POINT (-78.386953 43.221349)
16670,1261673,448 W LAKE DR,MONTAUK,NY,11954,POINT (-71.940645 41.073024000000004)
16671,1238004,1 MILL STREET,PORTCHESTER,NY,10573,POINT (-73.658861 41.004039)
16672,1000080,1888 WALTON AVE,BRONX,NY,10452,POINT (-73.909307 40.849525)
16673,1292074,1970 RTE 112,CORAM,NY,11729,POINT (-73.011126 40.882802)
16674,2131065,5350 SILVERADO TRAIL,NAPA,CA,94558,POINT (-122.31367399999999 38.38466)
16675,1259024,109D MAIN ST,PORT WASHINGTON,NY,11050,POINT (-73.689927 40.830458)
16676,1313999,38 HERZL ST,BROOKLYN,NY,11212,POINT (-73.915483 40.669195)
16677,3157677,500 MEDLEY CENTRE PKWY,IRONDEQUOIT,NY,14622,
16678,2211120,452 BROADWAY,TROY,NY,12180,POINT (-73.688289 42.731069)
16679,1317095,161 BAYVIEW AVE,CHERRY GROVE,NY,11782,POINT (-73.322655 40.680888)
16680,1308902,462 COURT ST,BROOKLYN,NY,11231,POINT (-73.997922 40.678183)
16681,1327300,194-17 NORTHERN BLVD,FLUSHING,NY,11358,POINT (-73.787453 40.757961)
16682,3161212,630 MONROE AVE,ROCHESTER,NY,14607,POINT (-77.590651 43.144804)
16683,1042810,225 SEAVER AVE,STATEN ISLAND,NY,10305,POINT (-74.097395 40.583779)
16684,1247564,794 SOUTHERN BLVD,BRONX,NY,10455,POINT (-73.896354 40.816185)
16685,2196713,750 UPPER GLEN ST,QUEENSBURY,NY,12804,POINT (-73.670357 43.32893)
16686,2219058,1702 FORD ST,OGDENSBURG,NY,13669,POINT (-75.476155 44.70483)
16687,2204421,20 GARDEN ST,RHINEBECK,NY,12572,POINT (-73.913746 41.927863)
16688,2202335,499 MOORE LN,HEALDSBURG,CA,95448,POINT (-122.875599 38.613207)
16689,1276530,163 W 10TH ST,NEW YORK,NY,10014,POINT (-74.001864 40.734412)
16690,1306825,168 1/2 DELANCEY ST,NEW YORK,NY,10002,POINT (-73.985461 40.717867)
16691,3129559,6650 CLINTON ST,ELMA,NY,14059,POINT (-78.640226 42.855637)
16692,1277194,1 OLD FULTON ST,BROOKLYN,NY,11201,POINT (-73.994093 40.702828)
16693,2201612,4967 STATE HWY 23,ONEONTA,NY,13820,POINT (-75.049341 42.447927)
16694,1198243,655 MCLEAN AVE,YONKERS,NY,10705,POINT (-73.878126 40.908869)
16695,1270743,566 LORIMER ST,BROOKLYN,NY,11211,POINT (-73.949347 40.713871)
16696,1305651,74-27 37TH AVE,JACKSON HEIGHTS,NY,11372,POINT (-73.890939 40.749047000000004)
16697,1266572,JFK INTERNATIONAL AIRPORT,JAMAICA,NY,11430,
16698,2160428,304 HAWLEY AVE,SYRACUSE,NY,13203,POINT (-76.141476 43.053304)
16699,2214339,450 N PEARL ST,ALBANY,NY,12204,POINT (-73.742943 42.666961)
16700,2199857,271 RTE 9N,KEESEVILLE,NY,12944,POINT (-73.496921 44.496548000000004)
16701,3160066,494 EAST AVE,ROCHESTER,NY,14607,POINT (-77.59120200000001 43.15423)
16702,2148732,145 WINDSOR HIGHWAY UNIT 106,NEW WINDSOR,NY,12553,POINT (-74.04060400000002 41.479794000000005)
16703,2200244,129 N MAIN ST,HERKIMER,NY,13350,POINT (-74.986631 43.026083)
16704,1044142,1626 BRENTWOOD RD,BRENTWOOD,NY,11717,POINT (-73.246211 40.763951)
16705,1315541,1043 RTE 109,FARMINGDALE,NY,11735,POINT (-73.430266 40.724085)
16706,3163167,6935 WARD RD,WHEATFIELD,NY,14304,POINT (-78.889539 43.087203)
16707,1114601,4008 4010 BOSTON POST ROAD,BRONX,NY,10475,POINT (-73.832372 40.884541)
16708,2214622,225 MAIN ST,WINDSOR,NY,13865,POINT (-75.641934 42.08451)
16709,2218766,63 PUTNAM ST,SARATOGA SPRINGS,NY,12866,POINT (-73.784003 43.08152)
16710,1236405,4474A BROADWAY,NEW YORK,NY,10040,POINT (-73.932402 40.857173)
16711,1268864,120 FERRIS AVE,WHITE PLAINS,NY,10603,POINT (-73.77515 41.039496)
16712,2201542,768 STATE RTE 28,ONEONTA,NY,13820,
16713,1314534,18 NEWBRIDGE RD,HICKSVILLE,NY,11801,POINT (-73.527837 40.768398)
16714,1278125,31-05 34TH ST,ASTORIA,NY,11106,POINT (-73.92118 40.763079)
16715,1181932,20 FLOYD ROAD UNIT C,SHIRLEY,NY,11967,POINT (-72.858555 40.791663)
16716,1185015,507 DUBOIS AVENUE,VALLEY STREAM,NY,11581,POINT (-73.702362 40.650106)
16717,2502319,905 COFFEEN ST,WATERTOWN,NY,13601,POINT (-75.931124 43.984402)
16718,2184129,24 E 1ST ST,OSWEGO,NY,13126,POINT (-76.509362 43.460492)
16719,1308350,39-20 BELL BLVD,BAYSIDE,NY,11361,POINT (-73.771709 40.764969)
16720,2158698,110 GOLF CLUB LANE,POUGHKEEPSIE,NY,12601,POINT (-73.916868 41.64948)
16721,2006370,41 ELM STREET,MALONE,NY,12953,POINT (-74.290058 44.850488)
16722,3157390,1985 E MAIN ST,ROCHESTER,NY,14609,POINT (-77.55808 43.159965)
16723,1290057,4165 HEMPSTEAD TPKE,BETHPAGE,NY,11714,POINT (-73.482101 40.725648)
16724,2013139,3 CHESTNUT STREET,NEW PALTZ,NY,12561,POINT (-73.748609 41.583125)
16725,1290488,126-20 135TH AVE,S OZONE PARK,NY,11420,POINT (-73.812782 40.669085)
16726,1052526,12 14 YOUNG AVE,YONKERS,NY,10710,POINT (-73.830214 40.981838)
16727,1318398,517 AMSTERDAM AVE,NEW YORK,NY,10024,POINT (-73.975595 40.786887)
16728,1239287,2205 AVENUE X,BROOKLYN,NY,11235,POINT (-73.947901 40.593001)
16729,3157946,11199 MAIN ST,CLARENCE,NY,14031,POINT (-78.568898 42.985085)
16730,1169885,121 HUDSON STREET,NEW YORK,NY,10013,POINT (-74.008565 40.720084)
16731,2218055,819 E MONTECITO ST,SANTA BARBARA,CA,93103,POINT (-119.683305 34.423976)
16732,1277937,262 DEER PARK AVE,BABYLON,NY,11702,POINT (-73.322385 40.700407)
16733,1311493,607 WOODWARD AVE,RIDGEWOOD,NY,11385,POINT (-73.90750800000002 40.705966)
16734,3162652,3300 SHERIDAN DR,BUFFALO,NY,14226,POINT (-78.809463 42.980091)
16735,1243091,106 DUANE STREET,NEW YORK,NY,10007,POINT (-74.006219 40.715603)
16736,1226590,702 NEW DORP LANE,STATEN ISLAND,NY,10306,POINT (-74.100491 40.56587)
16737,1322580,1000 3RD AVE,NEW YORK,NY,10022,POINT (-73.966328 40.7619)
16738,1320842,413 MYRTLE AVE,BROOKLYN,NY,11205,POINT (-73.969307 40.69312)
16739,1322007,4 FULTON ST,NEW YORK,NY,10038,POINT (-74.003378 40.706485)
16740,2213344,8174 GRANT AVE,WEEDSPORT,NY,13166,POINT (-76.508585 43.012151)
16741,1289113,251 CHURCH ST,NEW YORK,NY,10013,POINT (-74.005624 40.71789)
16742,1268694,1F PARK LANE,MASSAPEQUA,NY,11758,POINT (-73.439574 40.680106)
16743,1292919,214 STARR ST,BROOKLYN,NY,11237,POINT (-73.923137 40.705113)
16744,1284201,5060 BROADWAY,NEW YORK,NY,10034,POINT (-73.915466 40.870171)
16745,1280473,55 FLATBUSH AVE,BROOKLYN,NY,11217,POINT (-73.979658 40.687209)
16746,3153073,200 E HIGHLAND DR,ROCHESTER,NY,14610,POINT (-77.551723 43.141107)
16747,1266531,1624 NEW YORK AVE,HUNTINGTON STATION,NY,11746,POINT (-73.411986 40.842905)
16748,3012974,7494 FISH HATCHERY RD,HAMMONDSPORT,NY,14840,POINT (-77.265145 42.386881)
16749,1144199,1 PLEASANTVILLE RD,PLEASANTVILLE,NY,10570,POINT (-73.794396 41.132889)
16750,2011503,2 CAROLINE STREET,SARATOGA SPRINGS,NY,12866,POINT (-73.784976 43.082255)
16751,2506717,10 FAIR ST,COOPERSTOWN,NY,13326,POINT (-74.921824 42.702073)
16752,2188789,100 102 MONHAGEN AVE,MIDDLETOWN,NY,10940,POINT (-74.431679 41.448265)
16753,1127445,109 NORTHWEST DR,FARMINGDALE,NY,11735,POINT (-73.45837 40.718451)
